"voice","displayText","expectedText","transcript","similarity","semanticIssue","staticIssues","transcriptionError","bytes","durationSeconds","lessons","relativePath"
"cedar","fall to pieces/bits","fall to pieces, or bits","","","","","","44160","2.76","","public/audio/tts/library/cedar/fall-to-pieces-bits-3bd0276b4ecb1f02.mp3"
"marin","fall victim to …","fall victim to …","","","","","","29568","1.848","","public/audio/tts/library/marin/fall-victim-to-59db6ed2fa5782e4.mp3"
"cedar","fall victim to …","fall victim to …","","","","","","48000","3","","public/audio/tts/library/cedar/fall-victim-to-59db6ed2fa5782e4.mp3"
"marin","false","false","","","","","","25728","1.608","116","public/audio/tts/library/marin/false-2ed27c1421e6928d.mp3"
"cedar","false","false","","","","","","19200","1.2","116","public/audio/tts/library/cedar/false-2ed27c1421e6928d.mp3"
"marin","family","family","","","","","","39168","2.448","26","public/audio/tts/library/marin/family-f886996f4c6cb40c.mp3"
"cedar","family","family","","","","","","17664","1.104","26","public/audio/tts/library/cedar/family-f886996f4c6cb40c.mp3"
"marin","famous","famous","","","","","","18432","1.152","54","public/audio/tts/library/marin/famous-e0ea39afa33dd73a.mp3"
"cedar","famous","famous","","","","","","16128","1.008","54","public/audio/tts/library/cedar/famous-e0ea39afa33dd73a.mp3"
"marin","fan","fan","","","","","","14592","0.912","56|69","public/audio/tts/library/marin/fan-f834705953d087b8.mp3"
"cedar","fan","fan","","","","","","30720","1.92","56|69","public/audio/tts/library/cedar/fan-f834705953d087b8.mp3"
"marin","fancy","fancy","","","","","","19200","1.2","48","public/audio/tts/library/marin/fancy-496fb2aeb17f73c2.mp3"
"cedar","fancy","fancy","","","","","","25728","1.608","48","public/audio/tts/library/cedar/fancy-496fb2aeb17f73c2.mp3"
"marin","fantastic","fantastic","","","","","","38400","2.4","58","public/audio/tts/library/marin/fantastic-49ff94b963ca179b.mp3"
"cedar","fantastic","fantastic","","","","","","21888","1.368","58","public/audio/tts/library/cedar/fantastic-49ff94b963ca179b.mp3"
"marin","far","far","","","","","","19200","1.2","96","public/audio/tts/library/marin/far-2988ecd11da523d3.mp3"
"cedar","far","far","","","","","","35328","2.208","96","public/audio/tts/library/cedar/far-2988ecd11da523d3.mp3"
"marin","far from","far from","","","","","","29568","1.848","","public/audio/tts/library/marin/far-from-a331535803a6a2b4.mp3"
"cedar","far from","far from","","","","","","34560","2.16","","public/audio/tts/library/cedar/far-from-a331535803a6a2b4.mp3"
"marin","farm","farm","","","","","","21120","1.32","88","public/audio/tts/library/marin/farm-1ea63c0562f2027d.mp3"
"cedar","farm","farm","","","","","","19200","1.2","88","public/audio/tts/library/cedar/farm-1ea63c0562f2027d.mp3"
"marin","farmer","farmer","","","","","","21120","1.32","2|88","public/audio/tts/library/marin/farmer-bff19f303cacb411.mp3"
"cedar","farmer","farmer","","","","","","21888","1.368","2|88","public/audio/tts/library/cedar/farmer-bff19f303cacb411.mp3"
"marin","fashionable","fashionable","","","","","","27264","1.704","48","public/audio/tts/library/marin/fashionable-ac643c5b1ce9bf35.mp3"
"cedar","fashionable","fashionable","","","","","","19968","1.248","48","public/audio/tts/library/cedar/fashionable-ac643c5b1ce9bf35.mp3"
"marin","fast","fast","","","","","","22656","1.416","92","public/audio/tts/library/marin/fast-f10264dbe79d60da.mp3"
"cedar","fast","fast","","","","","","15360","0.96","92","public/audio/tts/library/cedar/fast-f10264dbe79d60da.mp3"
"marin","fast food restaurant","fast food restaurant","","","","","","33792","2.112","","public/audio/tts/library/marin/fast-food-restaurant-c9b51136e7a571da.mp3"
"cedar","fast food restaurant","fast food restaurant","","","","","","26496","1.656","","public/audio/tts/library/cedar/fast-food-restaurant-c9b51136e7a571da.mp3"
"marin","fat","fat","","","","","","18432","1.152","11","public/audio/tts/library/marin/fat-5d82c81117de5c42.mp3"
"cedar","fat","fat","","","","","","19200","1.2","11","public/audio/tts/library/cedar/fat-5d82c81117de5c42.mp3"
"marin","father","father","","","","","","19968","1.248","26","public/audio/tts/library/marin/father-9d38a860d6f12693.mp3"
"cedar","father","father","","","","","","17664","1.104","26","public/audio/tts/library/cedar/father-9d38a860d6f12693.mp3"
"marin","Father's Day","Father's Day","","","","","","21120","1.32","101","public/audio/tts/library/marin/fathers-day-5a8f3e18a5f4a406.mp3"
"cedar","Father's Day","Father's Day","","","","","","19968","1.248","101","public/audio/tts/library/cedar/fathers-day-5a8f3e18a5f4a406.mp3"
"marin","faucet","faucet","","","","","","17664","1.104","71","public/audio/tts/library/marin/faucet-97c35f6c083fbf93.mp3"
"cedar","faucet","faucet","","","","","","30720","1.92","71","public/audio/tts/library/cedar/faucet-97c35f6c083fbf93.mp3"
"marin","fault","fault","","","","","","19968","1.248","66","public/audio/tts/library/marin/fault-39a4c3d2d514992e.mp3"
"cedar","fault","fault","","","","","","29568","1.848","66","public/audio/tts/library/cedar/fault-39a4c3d2d514992e.mp3"
"marin","favorite","favorite","","","","","","28032","1.752","90","public/audio/tts/library/marin/favorite-e07dea2af7858f5c.mp3"
"cedar","favorite","favorite","","","","","","27264","1.704","90","public/audio/tts/library/cedar/favorite-e07dea2af7858f5c.mp3"
"marin","fear","fear","","","","","","26496","1.656","14","public/audio/tts/library/marin/fear-a71696fe554e5843.mp3"
"cedar","fear","fear","","","","","","16896","1.056","14","public/audio/tts/library/cedar/fear-a71696fe554e5843.mp3"
"marin","February","February","","","","","","19968","1.248","33","public/audio/tts/library/marin/february-b8887840d4bedbe1.mp3"
"cedar","February","February","","","","","","22656","1.416","33","public/audio/tts/library/cedar/february-b8887840d4bedbe1.mp3"
"marin","fee","fee","","","","","","16128","1.008","37","public/audio/tts/library/marin/fee-7ea02e2393ad2908.mp3"
"cedar","fee","fee","","","","","","30720","1.92","37","public/audio/tts/library/cedar/fee-7ea02e2393ad2908.mp3"
"marin","feed","feed","","","","","","19968","1.248","58","public/audio/tts/library/marin/feed-4f916658c31a007c.mp3"
"cedar","feed","feed","","","","","","15360","0.96","58","public/audio/tts/library/cedar/feed-4f916658c31a007c.mp3"
"marin","feed on","feed on","","","","","","24192","1.512","","public/audio/tts/library/marin/feed-on-b8d8b2354f8f1ccf.mp3"
"cedar","feed on","feed on","","","","","","24960","1.56","","public/audio/tts/library/cedar/feed-on-b8d8b2354f8f1ccf.mp3"
"marin","feed with","feed with","","","","","","24192","1.512","","public/audio/tts/library/marin/feed-with-63e6f6a8cd3bd860.mp3"
"cedar","feed with","feed with","","","","","","22656","1.416","","public/audio/tts/library/cedar/feed-with-63e6f6a8cd3bd860.mp3"
"marin","feel","feel","","","","","","15360","0.96","22","public/audio/tts/library/marin/feel-2fe775994cededbc.mp3"
"cedar","feel","feel","","","","","","21888","1.368","22","public/audio/tts/library/cedar/feel-2fe775994cededbc.mp3"
"marin","feel like + V-ing","feel like doing something.","","","","","","46464","2.904","","public/audio/tts/library/marin/feel-like-v-ing-8bac8cda602bc422.mp3"
"cedar","feel like + V-ing","feel like doing something.","","","","","","39168","2.448","","public/audio/tts/library/cedar/feel-like-v-ing-8bac8cda602bc422.mp3"
"marin","feel under the weather","feel under the weather","","","","","","27264","1.704","","public/audio/tts/library/marin/feel-under-the-weather-4f97ac9a05dc1d0e.mp3"
"cedar","feel under the weather","feel under the weather","","","","","","28800","1.8","","public/audio/tts/library/cedar/feel-under-the-weather-4f97ac9a05dc1d0e.mp3"
"marin","feeling","feeling","","","","","","19200","1.2","22","public/audio/tts/library/marin/feeling-ffb2a443145d2735.mp3"
"cedar","feeling","feeling","","","","","","37632","2.352","22","public/audio/tts/library/cedar/feeling-ffb2a443145d2735.mp3"
"marin","female","female","","","","","","31488","1.968","1","public/audio/tts/library/marin/female-764a628e94e17ead.mp3"
"cedar","female","female","","","","","","24192","1.512","1","public/audio/tts/library/cedar/female-764a628e94e17ead.mp3"
"marin","fence","fence","","","","","","16128","1.008","67","public/audio/tts/library/marin/fence-f25e2cc3fbece0ca.mp3"
"cedar","fence","fence","","","","","","17664","1.104","67","public/audio/tts/library/cedar/fence-f25e2cc3fbece0ca.mp3"
"marin","festival","festival","","","","","","19968","1.248","101","public/audio/tts/library/marin/festival-09e090ac5c81ac1d.mp3"
"cedar","festival","festival","","","","","","16896","1.056","101","public/audio/tts/library/cedar/festival-09e090ac5c81ac1d.mp3"
"marin","fever","fever","","","","","","19968","1.248","23","public/audio/tts/library/marin/fever-6810e066e229adeb.mp3"
"cedar","fever","fever","","","","","","19200","1.2","23","public/audio/tts/library/cedar/fever-6810e066e229adeb.mp3"
"marin","few","few","","","","","","19200","1.2","129","public/audio/tts/library/marin/few-f6dcc3e6559e43e2.mp3"
"cedar","few","few","","","","","","17664","1.104","129","public/audio/tts/library/cedar/few-f6dcc3e6559e43e2.mp3"
"marin","fifteen","fifteen","","","","","","24192","1.512","29","public/audio/tts/library/marin/fifteen-038ce93b8d54a7ae.mp3"
"cedar","fifteen","fifteen","","","","","","30720","1.92","29","public/audio/tts/library/cedar/fifteen-038ce93b8d54a7ae.mp3"
"marin","fifty","fifty","","","","","","27264","1.704","30","public/audio/tts/library/marin/fifty-38172e64af9923c3.mp3"
"cedar","fifty","fifty","","","","","","16128","1.008","30","public/audio/tts/library/cedar/fifty-38172e64af9923c3.mp3"
"marin","fight","fight","","","","","","19200","1.2","63","public/audio/tts/library/marin/fight-933d4c5787e89aa0.mp3"
"cedar","fight","fight","","","","","","16896","1.056","63","public/audio/tts/library/cedar/fight-933d4c5787e89aa0.mp3"
"marin","file","file","","","","","","13824","0.864","60","public/audio/tts/library/marin/file-8b911a8716b94442.mp3"
"cedar","file","file","","","","","","27264","1.704","60","public/audio/tts/library/cedar/file-8b911a8716b94442.mp3"
"marin","fill","fill","","","","","","17664","1.104","24","public/audio/tts/library/marin/fill-dc5e28d36758be08.mp3"
"cedar","fill","fill","","","","","","16896","1.056","24","public/audio/tts/library/cedar/fill-dc5e28d36758be08.mp3"
"marin","fill in","fill in","","","","","","23424","1.464","","public/audio/tts/library/marin/fill-in-4fbad441978cdb29.mp3"
"cedar","fill in","fill in","","","","","","30720","1.92","","public/audio/tts/library/cedar/fill-in-4fbad441978cdb29.mp3"
"marin","film","film","","","","","","23424","1.464","61","public/audio/tts/library/marin/film-c6f0a19b2cf185c1.mp3"
"cedar","film","film","","","","","","15360","0.96","61","public/audio/tts/library/cedar/film-c6f0a19b2cf185c1.mp3"
"marin","final","final","","","","","","27264","1.704","79","public/audio/tts/library/marin/final-9149a1639fd729ca.mp3"
"cedar","final","final","","","","","","22656","1.416","79","public/audio/tts/library/cedar/final-9149a1639fd729ca.mp3"
"marin","finally","finally","","","","","","30720","1.92","120","public/audio/tts/library/marin/finally-cdd5b125350e814b.mp3"
"cedar","finally","finally","","","","","","19200","1.2","120","public/audio/tts/library/cedar/finally-cdd5b125350e814b.mp3"
"marin","find","find","","","","","","24960","1.56","9","public/audio/tts/library/marin/find-2816fd917d4a24d0.mp3"
"cedar","find","find","","","","","","16896","1.056","9","public/audio/tts/library/cedar/find-2816fd917d4a24d0.mp3"
"marin","find out","find out","","","","","","24960","1.56","","public/audio/tts/library/marin/find-out-0ffb60932430aa6f.mp3"
"cedar","find out","find out","","","","","","21120","1.32","","public/audio/tts/library/cedar/find-out-0ffb60932430aa6f.mp3"
"marin","fine","fine","","","","","","19200","1.2","94","public/audio/tts/library/marin/fine-8ecc5f94c57b05d6.mp3"
"cedar","fine","fine","","","","","","21888","1.368","94","public/audio/tts/library/cedar/fine-8ecc5f94c57b05d6.mp3"
"marin","finger","finger","","","","","","21888","1.368","20","public/audio/tts/library/marin/finger-c9bb91afa06f5c24.mp3"
"cedar","finger","finger","","","","","","19200","1.2","20","public/audio/tts/library/cedar/finger-c9bb91afa06f5c24.mp3"
"marin","finish","finish","","","","","","19968","1.248","115","public/audio/tts/library/marin/finish-05c87768b46695e1.mp3"
"cedar","finish","finish","","","","","","27264","1.704","115","public/audio/tts/library/cedar/finish-05c87768b46695e1.mp3"
"marin","fire","fire","","","","","","15360","0.96","106","public/audio/tts/library/marin/fire-cb8eb7c5a5525bb3.mp3"
"cedar","fire","fire","","","","","","25728","1.608","106","public/audio/tts/library/cedar/fire-cb8eb7c5a5525bb3.mp3"
"marin","fire station","fire station","","","","","","27264","1.704","86","public/audio/tts/library/marin/fire-station-e85c015ba81b5ce2.mp3"
"cedar","fire station","fire station","","","","","","33024","2.064","86","public/audio/tts/library/cedar/fire-station-e85c015ba81b5ce2.mp3"
"marin","first","first","","","","","","32256","2.016","30","public/audio/tts/library/marin/first-b640e840b19d3786.mp3"
"cedar","first","first","","","","","","21120","1.32","30","public/audio/tts/library/cedar/first-b640e840b19d3786.mp3"
"marin","first name","first name","","","","","","41088","2.568","3","public/audio/tts/library/marin/first-name-63f53e09781c97df.mp3"
"cedar","first name","first name","","","","","","26496","1.656","3","public/audio/tts/library/cedar/first-name-63f53e09781c97df.mp3"
"marin","fish","fish","","","","","","19968","1.248","40|53|112","public/audio/tts/library/marin/fish-29024d823c3f8a90.mp3"
"cedar","fish","fish","","","","","","24960","1.56","40|53|112","public/audio/tts/library/cedar/fish-29024d823c3f8a90.mp3"
"marin","fisherman","fisherman","","","","","","17664","1.104","88","public/audio/tts/library/marin/fisherman-c2b06c7086463b1c.mp3"
"cedar","fisherman","fisherman","","","","","","24960","1.56","88","public/audio/tts/library/cedar/fisherman-c2b06c7086463b1c.mp3"
"marin","fit","fit","","","","","","22656","1.416","50","public/audio/tts/library/marin/fit-245f96285b109ccf.mp3"
"cedar","fit","fit","","","","","","19968","1.248","50","public/audio/tts/library/cedar/fit-245f96285b109ccf.mp3"
"marin","fit in","fit in","","","","","","28032","1.752","","public/audio/tts/library/marin/fit-in-1323ded09e05e622.mp3"
"cedar","fit in","fit in","","","","","","39168","2.448","","public/audio/tts/library/cedar/fit-in-1323ded09e05e622.mp3"
"marin","five","five","","","","","","17664","1.104","29","public/audio/tts/library/marin/five-ac169f9fb7cb48d4.mp3"
"cedar","five","five","","","","","","14592","0.912","29","public/audio/tts/library/cedar/five-ac169f9fb7cb48d4.mp3"
"marin","fix","fix","","","","","","32256","2.016","73","public/audio/tts/library/marin/fix-2619be9dc0356a19.mp3"
"cedar","fix","fix","","","","","","16896","1.056","73","public/audio/tts/library/cedar/fix-2619be9dc0356a19.mp3"
"marin","flag","flag","","","","","","13824","0.864","63","public/audio/tts/library/marin/flag-938c2a3dfa19c1a4.mp3"
"cedar","flag","flag","","","","","","24960","1.56","63","public/audio/tts/library/cedar/flag-938c2a3dfa19c1a4.mp3"
"marin","flashlight","flashlight","","","","","","24960","1.56","71","public/audio/tts/library/marin/flashlight-4117d4f85ae60904.mp3"
"cedar","flashlight","flashlight","","","","","","16128","1.008","71","public/audio/tts/library/cedar/flashlight-4117d4f85ae60904.mp3"
"marin","flat tire","flat tire","","","","","","25728","1.608","92","public/audio/tts/library/marin/flat-tire-de1f28aa4f365cbb.mp3"
